Date,Open,High,Low,Close*,Adj Close**,Volume
"Aug 22, 2023","19,417.10","19,443.50","19,381.30","19,396.45","19,396.45","2,08,700"
"Aug 21, 2023","19,320.65","19,425.95","19,296.30","19,393.60","19,393.60","2,62,600"
"Aug 18, 2023","19,301.75","19,373.80","19,253.60","19,310.15","19,310.15","2,56,100"
"Aug 17, 2023","19,450.55","19,461.55","19,326.25","19,365.25","19,365.25","2,68,700"
"Aug 16, 2023","19,369.00","19,482.75","19,317.20","19,465.00","19,465.00",-
"Aug 14, 2023","19,383.95","19,465.85","19,257.90","19,434.55","19,434.55","2,43,900"
"Aug 11, 2023","19,554.25","19,557.75","19,412.75","19,428.30","19,428.30","2,35,500"
"Aug 10, 2023","19,605.55","19,623.60","19,495.40","19,543.10","19,543.10","3,12,200"
"Aug 09, 2023","19,578.80","19,645.50","19,467.50","19,632.55","19,632.55","2,66,500"
"Aug 08, 2023","19,627.20","19,634.40","19,533.10","19,570.85","19,570.85","2,60,300"
"Aug 07, 2023","19,576.85","19,620.45","19,524.80","19,597.30","19,597.30","2,16,600"
"Aug 04, 2023","19,462.80","19,538.85","19,436.45","19,517.00","19,517.00","2,80,800"
"Aug 03, 2023","19,463.75","19,537.65","19,296.45","19,381.65","19,381.65","3,15,700"
"Aug 02, 2023","19,655.40","19,678.25","19,423.55","19,526.55","19,526.55","2,90,700"
"Aug 01, 2023","19,784.00","19,795.60","19,704.60","19,733.55","19,733.55","2,98,000"
"Jul 31, 2023","19,666.35","19,772.75","19,597.60","19,753.80","19,753.80","2,95,100"
"Jul 28, 2023","19,659.75","19,695.90","19,563.10","19,646.05","19,646.05","2,58,700"
"Jul 27, 2023","19,850.90","19,867.55","19,603.55","19,659.90","19,659.90","3,34,900"
"Jul 26, 2023","19,733.35","19,825.60","19,716.70","19,778.30","19,778.30","2,44,700"
"Jul 25, 2023","19,729.35","19,729.35","19,615.95","19,680.60","19,680.60","3,69,700"
"Jul 24, 2023","19,748.45","19,782.75","19,658.30","19,672.35","19,672.35","2,65,600"
"Jul 21, 2023","19,800.45","19,887.40","19,700.00","19,745.00","19,745.00","3,12,500"
"Jul 20, 2023","19,831.70","19,991.85","19,758.40","19,979.15","19,979.15","2,74,700"
"Jul 19, 2023","19,802.95","19,851.70","19,727.45","19,833.15","19,833.15","2,59,700"
"Jul 18, 2023","19,787.50","19,819.45","19,690.20","19,749.25","19,749.25","2,86,400"
"Jul 17, 2023","19,612.15","19,731.85","19,562.95","19,711.45","19,711.45","2,68,700"
"Jul 14, 2023","19,493.45","19,595.35","19,433.50","19,564.50","19,564.50","2,91,200"
"Jul 13, 2023","19,495.20","19,567.00","19,385.80","19,413.75","19,413.75","3,10,400"
"Jul 12, 2023","19,497.45","19,507.70","19,361.75","19,384.30","19,384.30","3,27,900"
"Jul 11, 2023","19,427.10","19,515.10","19,406.45","19,439.40","19,439.40","2,51,300"
"Jul 10, 2023","19,400.35","19,435.85","19,327.10","19,355.90","19,355.90","2,68,200"
"Jul 07, 2023","19,422.80","19,523.60","19,303.60","19,331.80","19,331.80","2,37,100"
"Jul 06, 2023","19,385.70","19,512.20","19,373.00","19,497.30","19,497.30","2,68,300"
"Jul 05, 2023","19,405.95","19,421.60","19,339.60","19,398.50","19,398.50","2,24,400"
"Jul 04, 2023","19,406.60","19,434.15","19,300.00","19,389.00","19,389.00","2,26,900"
"Jul 03, 2023","19,246.50","19,345.10","19,234.40","19,322.55","19,322.55","2,26,100"
"Jun 30, 2023","19,076.85","19,201.70","19,024.60","19,189.05","19,189.05","2,47,900"
"Jun 28, 2023","18,908.15","19,011.25","18,861.35","18,972.10","18,972.10","3,98,800"
"Jun 27, 2023","18,748.55","18,829.25","18,714.25","18,817.40","18,817.40","2,22,500"
"Jun 26, 2023","18,682.35","18,722.05","18,646.70","18,691.20","18,691.20","1,71,300"
"Jun 23, 2023","18,741.85","18,756.40","18,647.10","18,665.50","18,665.50","2,10,600"
"Jun 22, 2023","18,853.60","18,886.60","18,759.50","18,771.25","18,771.25","2,52,700"
"Jun 21, 2023","18,849.40","18,875.90","18,794.85","18,856.85","18,856.85","2,17,500"
"Jun 20, 2023","18,752.35","18,839.70","18,660.65","18,816.70","18,816.70","2,11,600"
"Jun 19, 2023","18,873.30","18,881.45","18,719.15","18,755.45","18,755.45","2,19,800"
"Jun 16, 2023","18,723.30","18,864.70","18,710.50","18,826.00","18,826.00","2,72,800"
"Jun 15, 2023","18,774.45","18,794.10","18,669.05","18,688.10","18,688.10","2,63,000"
"Jun 14, 2023","18,744.60","18,769.70","18,690.00","18,755.90","18,755.90","2,61,400"
"Jun 13, 2023","18,631.80","18,728.90","18,631.80","18,716.15","18,716.15","2,33,200"
"Jun 12, 2023","18,595.05","18,633.60","18,559.75","18,601.50","18,601.50","1,79,500"
"Jun 09, 2023","18,655.90","18,676.65","18,555.40","18,563.40","18,563.40","2,21,800"
"Jun 08, 2023","18,725.35","18,777.90","18,615.60","18,634.55","18,634.55","2,86,500"
"Jun 07, 2023","18,665.60","18,738.95","18,636.00","18,726.40","18,726.40","2,60,100"
"Jun 06, 2023","18,600.80","18,622.75","18,531.60","18,599.00","18,599.00","2,20,800"
"Jun 05, 2023","18,612.00","18,640.15","18,582.80","18,593.85","18,593.85","2,56,100"
"Jun 02, 2023","18,550.85","18,573.70","18,478.40","18,534.10","18,534.10","2,70,900"
"Jun 01, 2023","18,579.40","18,580.30","18,464.55","18,487.75","18,487.75","2,65,600"
"May 31, 2023","18,594.20","18,603.90","18,483.85","18,534.40","18,534.40","6,96,500"
"May 30, 2023","18,606.65","18,662.45","18,575.50","18,633.85","18,633.85","2,34,400"
"May 29, 2023","18,619.15","18,641.20","18,581.25","18,598.65","18,598.65","2,65,300"
"May 26, 2023","18,368.35","18,508.55","18,333.15","18,499.35","18,499.35","1,98,700"
"May 25, 2023","18,268.90","18,338.10","18,202.40","18,321.15","18,321.15","2,35,900"
"May 24, 2023","18,294.80","18,392.60","18,262.95","18,285.40","18,285.40","2,32,600"
"May 23, 2023","18,362.90","18,419.75","18,324.20","18,348.00","18,348.00","2,70,400"
"May 22, 2023","18,201.10","18,335.25","18,178.85","18,314.40","18,314.40","2,62,600"
"May 19, 2023","18,186.15","18,218.10","18,060.40","18,203.40","18,203.40","2,60,900"
"May 18, 2023","18,287.50","18,297.20","18,104.85","18,129.95","18,129.95","2,72,100"
"May 17, 2023","18,300.45","18,309.00","18,115.35","18,181.75","18,181.75","2,29,900"
"May 16, 2023","18,432.35","18,432.35","18,264.35","18,286.50","18,286.50","2,19,500"
"May 15, 2023","18,339.30","18,458.90","18,287.90","18,398.85","18,398.85","2,16,100"
"May 12, 2023","18,273.75","18,342.75","18,194.55","18,314.80","18,314.80","2,41,700"
"May 11, 2023","18,357.80","18,389.70","18,270.40","18,297.00","18,297.00","2,48,900"
"May 10, 2023","18,313.60","18,326.75","18,211.95","18,315.10","18,315.10","2,20,500"
"May 09, 2023","18,303.40","18,344.20","18,229.65","18,265.95","18,265.95","2,45,400"
"May 08, 2023","18,120.60","18,286.95","18,100.30","18,264.40","18,264.40","2,28,400"
"May 05, 2023","18,117.30","18,216.95","18,055.45","18,069.00","18,069.00","2,39,700"
"May 04, 2023","18,081.00","18,267.45","18,066.70","18,255.80","18,255.80","2,26,600"
"May 03, 2023","18,113.80","18,116.35","18,042.40","18,089.85","18,089.85","2,26,200"
"May 02, 2023","18,124.80","18,180.25","18,101.75","18,147.65","18,147.65","2,65,200"
"Apr 28, 2023","17,950.40","18,089.15","17,885.30","18,065.00","18,065.00","2,90,300"
"Apr 27, 2023","17,813.10","17,931.60","17,797.90","17,915.05","17,915.05","2,41,400"
"Apr 26, 2023","17,767.30","17,827.75","17,711.20","17,813.60","17,813.60","2,33,000"
"Apr 25, 2023","17,761.55","17,807.45","17,716.85","17,769.25","17,769.25","2,97,400"
"Apr 24, 2023","17,707.55","17,754.50","17,612.50","17,743.40","17,743.40","2,55,700"
"Apr 21, 2023","17,639.75","17,663.20","17,553.95","17,624.05","17,624.05","2,30,200"
"Apr 20, 2023","17,638.60","17,684.45","17,584.35","17,624.45","17,624.45","2,15,100"
"Apr 19, 2023","17,653.35","17,666.15","17,579.85","17,618.75","17,618.75","2,81,500"
"Apr 18, 2023","17,766.60","17,766.60","17,610.20","17,660.15","17,660.15","2,58,900"
"Apr 17, 2023","17,863.00","17,863.00","17,574.05","17,706.85","17,706.85","3,57,400"
"Apr 13, 2023","17,807.30","17,842.15","17,729.65","17,828.00","17,828.00","2,85,800"
"Apr 12, 2023","17,759.55","17,825.75","17,717.25","17,812.40","17,812.40","2,32,800"
"Apr 11, 2023","17,704.80","17,748.75","17,655.15","17,722.30","17,722.30","3,04,300"
"Apr 10, 2023","17,634.90","17,694.10","17,597.95","17,624.05","17,624.05","2,54,800"
"Apr 06, 2023","17,533.85","17,638.70","17,502.85","17,599.15","17,599.15","2,42,700"
"Apr 05, 2023","17,422.30","17,570.55","17,402.70","17,557.05","17,557.05","2,48,300"
"Apr 03, 2023","17,427.95","17,428.05","17,312.75","17,398.05","17,398.05","2,30,200"
"Mar 31, 2023","17,210.35","17,381.60","17,204.65","17,359.75","17,359.75","2,63,900"
"Mar 29, 2023","16,977.30","17,126.15","16,940.60","17,080.70","17,080.70","3,45,900"
"Mar 28, 2023","17,031.75","17,061.75","16,913.75","16,951.70","16,951.70","2,38,800"
"Mar 27, 2023","16,984.30","17,091.00","16,918.55","16,985.70","16,985.70","2,18,400"
"Mar 24, 2023","17,076.20","17,109.45","16,917.35","16,945.05","16,945.05","2,28,000"
"Mar 23, 2023","17,097.40","17,205.40","17,045.30","17,076.90","17,076.90","2,19,200"
"Mar 22, 2023","17,177.45","17,207.25","17,107.85","17,151.90","17,151.90",-
"Mar 21, 2023","17,060.40","17,127.70","17,016.00","17,107.50","17,107.50","2,46,700"
"Mar 20, 2023","17,066.60","17,066.60","16,828.35","16,988.40","16,988.40","2,41,800"
"Mar 17, 2023","17,111.80","17,145.80","16,958.15","17,100.05","17,100.05","4,08,100"
"Mar 16, 2023","16,994.65","17,062.45","16,850.15","16,985.60","16,985.60","3,49,800"
"Mar 15, 2023","17,166.45","17,211.35","16,938.90","16,972.15","16,972.15","2,48,200"
"Mar 14, 2023","17,160.55","17,224.65","16,987.10","17,043.30","17,043.30","2,90,600"
"Mar 13, 2023","17,421.90","17,529.90","17,113.45","17,154.30","17,154.30","2,54,900"
"Mar 10, 2023","17,443.80","17,451.50","17,324.35","17,412.90","17,412.90","2,35,900"
"Mar 09, 2023","17,772.05","17,772.35","17,573.60","17,589.60","17,589.60","2,62,400"
"Mar 08, 2023","17,665.75","17,766.50","17,602.25","17,754.40","17,754.40","2,67,000"
"Mar 06, 2023","17,680.35","17,799.95","17,671.95","17,711.45","17,711.45","3,62,800"
"Mar 03, 2023","17,451.25","17,644.75","17,427.70","17,594.35","17,594.35","3,56,200"
"Mar 02, 2023","17,421.50","17,445.80","17,306.00","17,321.90","17,321.90","3,10,700"
"Mar 01, 2023","17,360.10","17,467.75","17,345.25","17,450.90","17,450.90","2,72,900"
"Feb 28, 2023","17,383.25","17,440.45","17,255.20","17,303.95","17,303.95","4,20,900"
"Feb 27, 2023","17,428.60","17,451.60","17,299.00","17,392.70","17,392.70","2,46,400"
"Feb 24, 2023","17,591.35","17,599.75","17,421.80","17,465.80","17,465.80","2,09,400"
"Feb 23, 2023","17,574.65","17,620.05","17,455.40","17,511.25","17,511.25","2,40,800"
"Feb 22, 2023","17,755.35","17,772.50","17,529.45","17,554.30","17,554.30","2,04,000"
"Feb 21, 2023","17,905.80","17,924.90","17,800.30","17,826.70","17,826.70","1,98,200"
"Feb 20, 2023","17,965.55","18,004.35","17,818.40","17,844.60","17,844.60","1,74,600"
"Feb 17, 2023","17,974.85","18,034.25","17,884.60","17,944.20","17,944.20","2,08,100"
"Feb 16, 2023","18,094.75","18,134.75","18,000.65","18,035.85","18,035.85","2,30,200"
"Feb 15, 2023","17,896.60","18,034.10","17,853.80","18,015.85","18,015.85","2,29,300"
"Feb 14, 2023","17,840.35","17,954.55","17,800.05","17,929.85","17,929.85","2,44,500"
"Feb 13, 2023","17,859.10","17,880.70","17,719.75","17,770.90","17,770.90","2,31,300"
"Feb 10, 2023","17,847.55","17,876.95","17,801.00","17,856.50","17,856.50","2,32,000"
"Feb 09, 2023","17,885.50","17,916.90","17,779.80","17,893.45","17,893.45","2,60,900"
"Feb 08, 2023","17,750.30","17,898.70","17,744.15","17,871.70","17,871.70","2,91,000"
"Feb 07, 2023","17,790.10","17,811.15","17,652.55","17,721.50","17,721.50","3,54,400"
"Feb 06, 2023","17,818.55","17,823.70","17,698.35","17,764.60","17,764.60","2,82,500"
"Feb 03, 2023","17,721.75","17,870.30","17,584.20","17,854.05","17,854.05","4,24,100"
"Feb 02, 2023","17,517.10","17,653.90","17,445.95","17,610.40","17,610.40","4,90,100"
"Feb 01, 2023","17,811.60","17,972.20","17,353.40","17,616.30","17,616.30","5,12,900"
"Jan 31, 2023","17,731.45","17,735.70","17,537.55","17,662.15","17,662.15","3,98,300"
"Jan 30, 2023","17,541.95","17,709.15","17,405.55","17,648.95","17,648.95","4,32,400"
"Jan 27, 2023","17,877.20","17,884.75","17,493.55","17,604.35","17,604.35","4,76,300"
"Jan 25, 2023","18,093.35","18,100.60","17,846.15","17,891.95","17,891.95","2,57,200"
"Jan 24, 2023","18,183.95","18,201.25","18,078.65","18,118.30","18,118.30","2,16,900"
"Jan 23, 2023","18,118.45","18,162.60","18,063.45","18,118.55","18,118.55","2,02,500"
"Jan 20, 2023","18,115.60","18,145.45","18,016.20","18,027.65","18,027.65","2,37,200"
"Jan 19, 2023","18,119.80","18,155.20","18,063.75","18,107.85","18,107.85","2,37,800"
"Jan 18, 2023","18,074.30","18,183.75","18,032.45","18,165.35","18,165.35","2,55,800"
"Jan 17, 2023","17,922.80","18,072.05","17,886.95","18,053.30","18,053.30","2,19,100"
"Jan 16, 2023","18,033.15","18,049.65","17,853.65","17,894.85","17,894.85","2,06,200"
"Jan 13, 2023","17,867.50","17,999.35","17,774.25","17,956.60","17,956.60","2,56,700"
"Jan 12, 2023","17,920.85","17,945.80","17,761.65","17,858.20","17,858.20","2,27,800"
"Jan 11, 2023","17,924.25","17,976.35","17,824.35","17,895.70","17,895.70","2,59,900"
"Jan 10, 2023","18,121.30","18,127.60","17,856.00","17,914.15","17,914.15","2,83,300"
"Jan 09, 2023","17,952.55","18,141.40","17,936.15","18,101.20","18,101.20","2,57,200"
"Jan 06, 2023","18,008.05","18,047.40","17,795.55","17,859.45","17,859.45","2,38,200"
"Jan 05, 2023","18,101.95","18,120.30","17,892.60","17,992.15","17,992.15","2,69,900"
"Jan 04, 2023","18,230.65","18,243.00","18,020.60","18,042.95","18,042.95","2,35,200"
"Jan 03, 2023","18,163.20","18,251.95","18,149.80","18,232.55","18,232.55","2,08,700"
"Jan 02, 2023","18,131.70","18,215.15","18,086.50","18,197.45","18,197.45","2,56,100"
"Dec 30, 2022","18,259.10","18,265.25","18,080.30","18,105.30","18,105.30","1,92,000"
"Dec 29, 2022","18,045.70","18,229.70","17,992.80","18,191.00","18,191.00","2,81,100"
"Dec 28, 2022","18,084.75","18,173.10","18,068.35","18,122.50","18,122.50","1,93,900"
"Dec 27, 2022","18,089.80","18,149.25","17,967.45","18,132.30","18,132.30","2,14,300"
"Dec 26, 2022","17,830.40","18,084.10","17,774.25","18,014.60","18,014.60","1,76,700"
"Dec 23, 2022","17,977.65","18,050.45","17,779.50","17,806.80","17,806.80","2,21,500"
"Dec 22, 2022","18,288.80","18,318.75","18,068.60","18,127.35","18,127.35","1,95,700"
"Dec 21, 2022","18,435.15","18,473.35","18,162.75","18,199.10","18,199.10","1,87,600"
"Dec 20, 2022","18,340.30","18,404.90","18,202.65","18,385.30","18,385.30","1,69,000"
"Dec 19, 2022","18,288.10","18,431.65","18,244.55","18,420.45","18,420.45","1,54,800"
"Dec 16, 2022","18,319.10","18,440.95","18,255.15","18,269.00","18,269.00","2,77,700"
"Dec 15, 2022","18,614.40","18,652.90","18,387.70","18,414.90","18,414.90","1,83,100"
"Dec 14, 2022","18,671.25","18,696.10","18,632.90","18,660.30","18,660.30","2,08,000"
"Dec 13, 2022","18,524.40","18,617.25","18,490.20","18,608.00","18,608.00","1,87,600"
"Dec 12, 2022","18,402.15","18,521.55","18,345.70","18,497.15","18,497.15","1,93,900"
"Dec 09, 2022","18,662.40","18,664.70","18,410.10","18,496.60","18,496.60","2,15,800"
"Dec 08, 2022","18,570.85","18,625.00","18,536.95","18,609.35","18,609.35","2,02,800"
"Dec 07, 2022","18,638.85","18,668.30","18,528.40","18,560.50","18,560.50","2,00,500"
"Dec 06, 2022","18,600.65","18,654.90","18,577.90","18,642.75","18,642.75","2,17,800"
"Dec 05, 2022","18,719.55","18,728.60","18,591.35","18,701.05","18,701.05","2,88,400"
"Dec 02, 2022","18,752.40","18,781.95","18,639.20","18,696.10","18,696.10","2,54,400"
"Dec 01, 2022","18,871.95","18,887.60","18,778.20","18,812.50","18,812.50","3,25,000"
"Nov 30, 2022","18,625.70","18,816.05","18,616.55","18,758.35","18,758.35","3,45,600"
"Nov 29, 2022","18,552.45","18,678.10","18,552.15","18,618.05","18,618.05","1,95,300"
"Nov 28, 2022","18,430.55","18,614.25","18,365.60","18,562.75","18,562.75","2,06,500"
"Nov 25, 2022","18,528.45","18,534.90","18,445.10","18,512.75","18,512.75","2,05,900"
"Nov 24, 2022","18,326.10","18,529.70","18,294.25","18,484.10","18,484.10","2,04,000"
"Nov 23, 2022","18,325.20","18,325.40","18,246.00","18,267.25","18,267.25","1,78,800"
"Nov 22, 2022","18,179.15","18,261.85","18,137.70","18,244.20","18,244.20","1,77,700"
"Nov 21, 2022","18,246.40","18,262.30","18,133.35","18,159.95","18,159.95","2,13,800"
"Nov 18, 2022","18,382.95","18,394.60","18,209.80","18,307.65","18,307.65","1,98,800"
"Nov 17, 2022","18,358.70","18,417.60","18,312.95","18,343.90","18,343.90","2,00,500"
"Nov 16, 2022","18,398.25","18,442.15","18,344.15","18,409.65","18,409.65","2,19,300"
"Nov 15, 2022","18,362.75","18,427.95","18,282.00","18,403.40","18,403.40","2,50,900"
"Nov 14, 2022","18,376.40","18,399.45","18,311.40","18,329.15","18,329.15","3,01,400"
"Nov 11, 2022","18,272.35","18,362.30","18,259.35","18,349.70","18,349.70","3,78,500"
"Nov 10, 2022","18,044.35","18,103.10","17,969.40","18,028.20","18,028.20","2,56,500"
"Nov 09, 2022","18,288.25","18,296.40","18,117.50","18,157.00","18,157.00","3,07,200"
"Nov 07, 2022","18,211.75","18,255.50","18,064.75","18,202.80","18,202.80","3,14,800"
"Nov 04, 2022","18,053.40","18,135.10","18,017.15","18,117.15","18,117.15","2,67,900"
"Nov 03, 2022","17,968.35","18,106.30","17,959.20","18,052.70","18,052.70","2,13,000"
"Nov 02, 2022","18,177.90","18,178.75","18,048.65","18,082.85","18,082.85","2,70,900"
"Nov 01, 2022","18,130.70","18,175.80","18,060.15","18,145.40","18,145.40","3,49,900"
"Oct 31, 2022","17,910.20","18,022.80","17,899.90","18,012.20","18,012.20","2,27,200"
"Oct 28, 2022","17,756.40","17,838.90","17,723.70","17,786.80","17,786.80","2,50,000"
"Oct 27, 2022","17,771.40","17,783.90","17,654.50","17,736.95","17,736.95","3,24,600"
"Oct 25, 2022","17,808.30","17,811.50","17,637.00","17,656.35","17,656.35","2,51,400"
"Oct 24, 2022","17,736.35","17,777.55","17,707.40","17,730.75","17,730.75","45,000"
"Oct 21, 2022","17,622.85","17,670.15","17,520.75","17,576.30","17,576.30","2,77,700"
"Oct 20, 2022","17,423.10","17,584.15","17,421.00","17,563.95","17,563.95","2,49,600"
"Oct 19, 2022","17,568.15","17,607.60","17,472.85","17,512.25","17,512.25","2,10,500"
"Oct 18, 2022","17,438.75","17,527.80","17,434.05","17,486.95","17,486.95","2,39,500"
"Oct 17, 2022","17,144.80","17,328.55","17,098.55","17,311.80","17,311.80","2,12,200"
"Oct 14, 2022","17,322.30","17,348.55","17,169.75","17,185.70","17,185.70","2,27,000"
"Oct 13, 2022","17,087.35","17,112.35","16,956.95","17,014.35","17,014.35","2,66,400"
"Oct 12, 2022","17,025.55","17,142.35","16,960.05","17,123.60","17,123.60","2,56,000"
"Oct 11, 2022","17,256.05","17,261.80","16,950.30","16,983.55","16,983.55","2,82,600"
"Oct 10, 2022","17,094.35","17,280.15","17,064.70","17,241.00","17,241.00","2,34,000"
"Oct 07, 2022","17,287.20","17,337.35","17,216.95","17,314.65","17,314.65","2,16,300"
"Oct 06, 2022","17,379.25","17,428.80","17,315.65","17,331.80","17,331.80","2,65,500"
"Oct 04, 2022","17,147.45","17,287.30","17,117.30","17,274.30","17,274.30","2,26,000"
"Oct 03, 2022","17,102.10","17,114.65","16,855.55","16,887.35","16,887.35","2,78,400"
"Sep 30, 2022","16,798.05","17,187.10","16,747.70","17,094.35","17,094.35","3,76,100"
"Sep 29, 2022","16,993.60","17,026.05","16,788.60","16,818.10","16,818.10","3,40,000"
"Sep 28, 2022","16,870.55","17,037.60","16,820.40","16,858.60","16,858.60","3,23,900"
"Sep 27, 2022","17,110.90","17,176.45","16,942.35","17,007.40","17,007.40","3,59,900"
"Sep 26, 2022","17,156.30","17,196.40","16,978.30","17,016.30","17,016.30","4,92,000"
"Sep 23, 2022","17,593.85","17,642.15","17,291.65","17,327.35","17,327.35","3,90,800"
"Sep 22, 2022","17,609.65","17,722.75","17,532.45","17,629.80","17,629.80","2,84,100"
"Sep 21, 2022","17,766.35","17,838.70","17,663.60","17,718.35","17,718.35","2,45,500"
"Sep 20, 2022","17,770.40","17,919.30","17,744.40","17,816.25","17,816.25","2,63,100"
"Sep 19, 2022","17,540.65","17,667.20","17,429.70","17,622.25","17,622.25","2,58,300"
"Sep 16, 2022","17,796.80","17,820.05","17,497.25","17,530.85","17,530.85","4,68,500"
"Sep 15, 2022","18,046.35","18,096.15","17,861.50","17,877.40","17,877.40","2,89,600"
"Sep 14, 2022","17,771.15","18,091.55","17,771.15","18,003.75","18,003.75","3,65,900"
"Sep 13, 2022","18,044.45","18,088.30","18,015.45","18,070.05","18,070.05","2,59,900"
"Sep 12, 2022","17,890.85","17,980.55","17,889.15","17,936.35","17,936.35","2,28,200"
"Sep 09, 2022","17,923.35","17,925.95","17,786.00","17,833.35","17,833.35","2,70,300"
"Sep 08, 2022","17,748.15","17,807.65","17,691.95","17,798.75","17,798.75","2,79,800"
"Sep 07, 2022","17,519.40","17,650.75","17,484.30","17,624.40","17,624.40","3,54,100"
"Sep 06, 2022","17,695.70","17,764.65","17,587.65","17,655.60","17,655.60","2,51,200"
"Sep 05, 2022","17,546.45","17,683.15","17,540.35","17,665.80","17,665.80","2,30,300"
"Sep 02, 2022","17,598.40","17,643.85","17,476.45","17,539.45","17,539.45","2,56,300"
"Sep 01, 2022","17,485.70","17,695.60","17,468.45","17,542.80","17,542.80","3,08,500"
"Aug 30, 2022","17,414.95","17,777.65","17,401.50","17,759.30","17,759.30","3,24,700"
"Aug 29, 2022","17,188.65","17,380.15","17,166.20","17,312.90","17,312.90","2,44,900"
"Aug 26, 2022","17,619.30","17,685.85","17,519.35","17,558.90","17,558.90","2,66,600"
"Aug 25, 2022","17,679.00","17,726.50","17,487.45","17,522.45","17,522.45","2,30,200"
